ID	Topic	Text	Sentiment
7429	general	i need money.  Seriously, how am i supposed to preorder the nsn and tsa eps?   I'm so upset.	negative
7430	general	@tommcfly yesterday's gig was amazing Tom. thanks for it 	positive
7431	general	@TheRedString exactly what sam said the best i can do to help half the time is tell stupid jokes or draw a picture to try to cheer you up 	negative
7432	general	@joygiovanni And, of course, &quot;Could I interest you in an eventual heated divorce?&quot; 	positive
7433	general	I love him, but he has a lot of girls who love him... HARDDD!!! rrrrrawrrrr 	negative
7434	general	@JordainFTW i didnt watch them BUT CALEB PLAYS NAZI ZOMBIES TOOOOOO!!!!!!!!!! OMG OMG OMG! HE IS MY BESTFREIND!  what do u needa tell me?	positive
7435	general	Space Shuttle launch cancelled   Try again Jult 11th	negative
7436	general	getting green with arnold 	positive
7437	general	I've been very emotionally distracted these past few days...huge apologize to everyone especially koko 	negative
7438	general	@jworksays thanks for the invite 	negative
7439	general	@laurakalbag Sounds like you are having a bad day! 	negative
7440	general	It's almost too hot to move.  If I were a better housekeeper @ wouldn't have so much to do &amp; then I could just sit &amp; veg - but I'm not.  	negative
7441	general	I love House, but certainly did not appreciate the MASSIVE spoiler that was posted on my facebook news feed by the show! 	negative
7442	general	out last night and nt feeling too good! 	negative
7443	general	My sciatica is in full effect this morning. I'm lying on the floor taking deep breaths. Welcome to my Wednesday. 	negative
7444	general	@Bashleyyy Aww  well if you fed it, surely it will return.	negative
7445	general	well. i officialy lost  but i still want to hit 100! doesnt matter that i have to dress up as a mariachi band member lol	negative
7446	general	@BurninUp4UBabyy samerzz theyy rockk 	positive
7447	general	Fuuuuccker. Anyone have a USB cord I can use for my ipod? 	negative
7448	general	OMG it's so freaking hot in here! But I sure love summer 	positive
7449	general	@thisgoeshere @erin82883 my phone didn't send me your dm last night. 	negative
7450	general	@alivicwil you did well....I'm yet to start 	negative
7451	general	@SlickT614  i can't tonight	negative
7452	general	w0w just woke upp. had a good conversation last night lol  txt me &lt;3	positive
7453	general	@gothwin Know what you mean  See you tomorrow though!	negative
7454	general	We had frost last night. Dangit. I hope me flowers survive 	negative
7455	general	-is freezing- winter is tomorrow. MAYBE THATS WHY. Gosh. Oh I'm so pumped for the 30stm summit in Sydney! AHHHH!  	positive
7456	general	Just did a system recovery on my computer and now i have no internet. Wtf did i do? 	negative
7457	general	Om msn yet again. i wont be on till later because i am going my dads with my two little brothers today i cant wait not seen him for ages 	positive
7458	general	@chantelmybell lol and i wasn't invited to the beach 	negative
7459	general	I can't find my phone 	negative
7460	general	@uplinkz1 ? ??????. ???????? ?????? ??? ?????? &quot;????????&quot;. 	positive
7461	general	I can't listen to Aaliyah! It makes me sad 	negative
7462	general	Dad's wedding day. Will be hectic, but fun. Will update about it when I return home. Have a good day 	positive
7463	general	Having Twitter takes all the FUN out of being a Creep or Stalker.... Even a Creepy Stalker!!!!! 	negative
7464	general	@kamal then no love  Figtree = nearby access point ?	negative
7465	general	I have a confession to make. -sigh- I...like...1 song from the Jonas Brothers! Oh, the horror! I feel like puking just thinking about it! 	negative
7466	general	Is talking for 2 hours about identity without trying to define it or differenciate it from reputation etc possible? Yes  #liftfrance09	negative
7467	general	is...where else, behind the organ with nothing but a bottle of water and my MBP 	positive
7468	general	time to get sad to go to kitchener 	positive
7469	general	@keriangan  You're not missing much.	negative
7470	general	Last golf lesson earlier today. Had forgotten virtually everything from the for lessons before Europe. Very frustrating 	negative
7471	general	I feel a little scared of the swine flu now. but it hasn't really hit my town, but I can't be too scared. 	negative
7472	general	Good Morning! Listening to some FEEL GOOD MUSIC! http://bit.ly/EUNLs ENJOY The Music Videos ! (Please ReTweet) 	positive
7473	general	Knitted fingerless gloves blocking!  Off to bed now, goodnight Twitter!	positive
7474	general	On the road 2 Ãlvkarleby. Looking forward to some lunch... 	positive
7475	general	mad as hell my phone off again  y cant lil boyz just grow up	negative
7476	general	@redsheep i got a important meeting tomm  cannot take mc	negative
7477	general	@MandyyJirouxx I like whamming cake!!!  When in doubt wham it out! 	positive
7478	general	@BobDavis_1 the new website looks fabulous!! 	positive
7479	general	It's like 1 AM and I'm not tired  This sucks.	negative
7480	general	@mskathy I certainly don't mind looking  Yay!!!!	positive
7481	general	@ChrisDavid315 Thank u budddy 	positive
7482	general	USA just lost 1-3 to Italy after blowing a 1-0 lead 	negative
7483	general	@LittleMissHaya awekay kewl. thanx. 	positive
7484	general	@marybtheog tell him &quot; have some tea it'll fill you up &quot; 	positive
7485	general	@pureelite Thanks man! 	positive
7486	general	@alexandramusic goodmorning 	positive
7487	general	i'm sooooo upset the spurs are gonna trade bruce bowen 	negative
7488	general	Must learning now   for the french test next week!!!Nnnnoooo	negative
7489	general	@EricNorthman Go for it! 	positive
7490	general	@sweetener looks healthy!  is it sweet?	positive
7491	general	Still n da loaner car  frowny face patiently waitin on my truck!!! 	negative
7492	general	LAUREN GRAHAM?!?! She's cool 	positive
7493	general	@dmwilsonh love the blazer... I'm putting dibs on that one for 10 yrs. from now 	positive
7494	general	went to Korean Class but forgot to bring his bag of study material, oops!   But it went well regardless.  Oh, this is week 8 of 10.	positive
7495	general	@omgzitznina  That was me every day when I worked at Wal-Mart. Fucking retail will do that to you.	negative
7496	general	Feels like im going to cough up a lung 	negative
7497	general	Finally made it to work after no power and cleaning up yet another doggie issue  anyhow I would have been scared too..	negative
7498	general	I think the cook at Carls Jr. seasoned my burger with ipecac and a laxative 	negative
7499	general	Yes, Diversity Won 	positive
7500	general	I'm gonna get damn fat. I ate a lot today. More than whati usually eat 	negative
7501	general	Prodigy Blasting Out, I Do Feel For My Neighbours Not 	positive
7502	general	@DianaRusso  I don't want to become sensational, I just want to remain Brilliant lol 	positive
7503	general	@sj32 Sounds like a great night then   Hope you get better weather tomorrow - I want it back like last weekend!!	negative
7504	general	@SandflowerDyson hey boo! Let's link tomorrow. 	positive
7505	general	: skyping dad (63) &amp; at the same time mum (59) over msn 	positive
7506	general	SFO to JFK w/ a new iPhone 	positive
7507	general	the kid is asleep, stomach is full, wine in hand, and house is filled with the girlfriends laughter. this is true happiness. le sigh 	positive
7508	general	@Yadarfyn Yeah, can't really get inspired by anything, and any old ideas you try to rework just automatically fail 	negative
7509	general	@shenadee theyve only got the dublin dates :S and there not on sale  omg im so excited and i dont even know if im going yet!	negative
7510	general	(cont) haha awesome. I'm infront of my house and my mum isn't home. Let me in 	negative
7511	general	Air France wreckage found, official says   http://edition.cnn.com/2009/WORLD/americas/06/02/brazil.france.plane.missing/index.html	negative
7512	general	is not looking forward to spending yet another Sunday revising 	negative
7513	general	JOIN ME TOMORROW NIGHT TO SEE MY GOOD FRIENDS THE RESISTORS PLAY LIVE IN LANCASTER AT THE BAMBOO - THREE BAD JACKS AND CAR SHOW 	positive
7514	general	Looooong day at work, DONE! boy tested out his new Giant Talon MTB, he's well happy  http://bit.ly/15i5oG	positive
7515	general	@Dunncity city! Now y you wanna go and do that now luv...y u wanna go&amp;do dat  we go wayyy bak!shit like dis aint sposed 2 happen bruh	negative
7516	general	@aprotim sadly, no  Japan doesn't really do online, to just even look at bills online, you have to call or apply via paper. xD ;__;	negative
7517	general	i miss u super mush, i promise u give all the love u need so far as you are healthy 	negative
7518	general	@brianna7x constant pain? where on your lip did you get pierced, babe?  i have two and neither of them hurt!	negative
7519	general	has one last day full of work.. and then back to school tomorrow. 	negative
7520	general	@StDAY Ugh, I hate that too.  	negative
7521	general	@jeremylucido thank you Jeremy. 	positive
7522	general	I just found out what procrastination means. yay   haha i thought it was something dirty. ;p SMOOOOOTH.	positive
7523	general	men... What can i do to get back to u 	negative
7524	general	Having challenges reinstalling tweetdeck 	negative
7525	general	Going to make lunch for the kids.... Tweet y'all later. Play nice 	positive
7526	general	Feeling not so great. Glad my fam was around to help with the crazy kiddos. 	positive
7527	general	@pinpoint_uk well anoyed they're not playing Manchesterrrrr   (pinpoint live &gt; http://ustre.am/2wLS)	negative
7528	general	@caldjr Thanks, see you tonight. Going to miss my Graze box today  I'll get it later.	negative
7529	general	@Dane_S I'm going to the Royals game tomorrow.  Its Stich and Pitch!	positive
7530	general	@Mayysian i got a b as well. 	negative
7531	general	@torigarbowsky its not on this weekend 	negative
7532	general	@josordoni Breakfast 1 here - fresh pineapple, melon, grapes &amp; blueberries. Breakfast 2 in half an hour or so will be granola &amp; raisins 	positive
7533	general	fuuuuuuuuuuuck! there's so much i wanna watch &amp; read, but i don't have the time -.- i wish i was capable of multi tasking xtreme 	negative
